Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,MP / G,OBPM,DBPM,BPM,VORP
297,Brook Lopez,C,34,MIL,78,2373,18.4,0.63,0.405,0.211,7.2,15.3,11.4,6.1,0.7,6.7,9.8,19.3,4.1,3.9,8,0.161,30.42307692,0.8,1.3,2.1,2.5
17,Deandre Ayton,C,24,PHO,67,2035,19.9,0.617,0.027,0.225,9.2,27.5,18.1,9.2,0.9,2.3,11,22.9,3.3,3,6.2,0.147,30.37313433,0.9,0,0.9,1.5
518,Jalen Williams,SG,21,OKC,75,2276,15.6,0.601,0.258,0.241,3.9,12.2,7.9,15.4,2.1,1.4,12.3,18.4,3,2.6,5.6,0.119,30.34666667,-0.4,0.7,0.3,1.3
61,Dillon Brooks,SF,27,MEM,73,2214,9.4,0.494,0.443,0.155,2.2,9.5,5.8,11.7,1.4,0.7,8.9,21.8,-0.8,2.4,1.6,0.034,30.32876712,-3.4,-0.5,-3.9,-1.1
189,Tim Hardaway Jr.,SF,30,DAL,71,2152,12.1,0.554,0.649,0.195,1.1,12.6,6.8,9,1.1,0.5,6.1,20.6,1,1.3,2.3,0.051,30.30985915,-0.3,-1.5,-1.8,0.1
71,Reggie Bullock,SF,31,DAL,78,2364,7.7,0.577,0.845,0.079,1.6,12.5,7,6.2,1.1,0.5,6.9,10,1.3,1.4,2.8,0.056,30.30769231,-2.3,-0.3,-2.6,-0.4
99,Mike Conley,PG,35,TOT,67,2029,14.7,0.583,0.575,0.277,1.8,7.9,4.9,29.4,1.7,0.6,13.1,16.3,4.1,1.4,5.5,0.13,30.28358209,1,-0.1,0.9,1.5
290,Caris LeVert,SG,28,CLE,74,2237,12.4,0.546,0.437,0.243,2.8,12.1,7.4,18,1.6,1,12.4,18.7,1.4,3.1,4.4,0.095,30.22972973,-1,0.8,-0.2,1
169,Aaron Gordon,PF,27,DEN,68,2055,19.5,0.617,0.227,0.413,9.4,15.4,12.5,14.2,1.3,2.2,9.8,21.1,4.6,2.2,6.8,0.158,30.22058824,2.4,-0.3,2.1,2.1
170,Eric Gordon,SG,34,HOU,47,1418,11.4,0.572,0.513,0.282,0.9,6.7,3.8,13.8,1,1.2,13.4,18.1,1,0.1,1.1,0.037,30.17021277,-0.9,-1.7,-2.6,-0.2
434,Dennis Schröder,PG,29,LAL,66,1986,11.5,0.545,0.346,0.388,1.2,7.5,4.4,20.1,1.2,0.4,12.8,18.6,1.3,1.5,2.8,0.068,30.09090909,-2.4,-0.5,-2.9,-0.4
96,John Collins,PF,25,ATL,71,2130,13.6,0.593,0.339,0.252,3.9,20,11.9,5.3,0.9,2.9,9.1,17.1,2.1,2.1,4.2,0.095,30,-1.4,0.2,-1.3,0.4
388,Jordan Poole,PG,23,GSW,82,2458,14.6,0.573,0.498,0.325,1.5,8.5,5,22.5,1.2,0.8,14.7,29.2,1.4,1.9,3.2,0.063,29.97560976,-0.1,-1.8,-1.9,0.1
94,Nic Claxton,C,23,BRK,76,2271,20.8,0.691,0.003,0.419,9.3,25.1,17.4,9.3,1.4,7.1,12.1,15.4,5.2,4,9.2,0.195,29.88157895,0.9,2.2,3.1,2.9
184,Quentin Grimes,SG,22,NYK,71,2121,11.7,0.619,0.676,0.163,2.5,9.4,5.9,9.7,1.1,1.2,9.7,14.4,3.2,1.6,4.8,0.108,29.87323944,-0.3,0.1,-0.1,1
353,Keegan Murray,SF,22,SAC,80,2382,12.3,0.597,0.641,0.104,4.3,13.4,8.9,5.5,1.2,1.5,6.8,15.8,2.6,1.7,4.3,0.087,29.775,0.4,-1,-0.6,0.8
99,Mike Conley,PG,35,UTA,43,1276,13.9,0.552,0.568,0.256,1.5,7.5,4.5,34,1.6,0.7,15.1,16.1,2.2,0.8,3,0.113,29.6744186,0.7,-0.5,0.2,0.7
84,Wendell Carter Jr.,C,23,ORL,57,1690,17.3,0.621,0.367,0.318,8,25.3,16.6,12,0.9,1.9,13.2,20.5,2.6,2,4.6,0.13,29.64912281,0.9,0.1,1,1.3
154,Markelle Fultz,PG,24,ORL,60,1778,16.6,0.564,0.128,0.211,4.4,10.5,7.4,29.8,2.4,1.4,15.8,21.3,1.7,2,3.7,0.1,29.63333333,-0.1,0.7,0.5,1.2
253,Herbert Jones,PF,24,NOP,66,1951,12.1,0.567,0.333,0.321,5.6,10,7.8,11.1,2.6,2.1,13.3,14.5,1.5,2.7,4.2,0.104,29.56060606,-1.9,1.7,-0.3,0.8
481,Myles Turner,C,26,IND,62,1825,20,0.651,0.34,0.377,5.4,22.9,14.2,7.5,0.9,6.6,10.8,22,3.4,2,5.4,0.142,29.43548387,1.4,0.7,2.1,1.9
222,Kevin Huerter,SG,24,SAC,75,2203,15.2,0.617,0.589,0.151,2.2,10.8,6.5,14.1,1.7,1,9.5,19.9,3.3,1.7,4.9,0.107,29.37333333,1.4,-0.3,1,1.7
309,Caleb Martin,SF,27,MIA,71,2077,11.4,0.571,0.431,0.206,4.8,15,9.7,8.2,1.7,1.5,11.5,14.4,1.2,2.5,3.7,0.086,29.25352113,-1.8,0.5,-1.2,0.4
255,Tre Jones,PG,23,SAS,68,1984,16,0.534,0.213,0.231,3,10.8,6.7,31.5,2.1,0.4,11.8,19.3,2.6,0.8,3.4,0.082,29.17647059,-0.2,-0.8,-1,0.5
507,Russell Westbrook,PG,34,TOT,73,2126,16.1,0.513,0.289,0.317,4.7,16.5,10.8,38.6,1.7,1.3,18.4,27.7,-0.6,2.6,1.9,0.044,29.12328767,0.3,-0.1,0.2,1.2
390,Michael Porter Jr.,SF,24,DEN,62,1798,16.8,0.621,0.556,0.147,4.2,17.2,10.9,5.3,1,1.4,7.3,22.7,2.6,1.8,4.3,0.116,29,2,-1.8,0.2,1
437,Alperen Şengün,C,20,HOU,75,2171,19.7,0.599,0.071,0.36,12.1,22.3,17.1,21,1.6,3.2,17.3,21.4,3.4,1.8,5.2,0.115,28.94666667,1.1,0.4,1.4,1.9
403,Immanuel Quickley,SG,23,NYK,81,2344,16.3,0.578,0.485,0.265,2.7,13.1,7.9,17.4,1.7,0.6,8.7,20.9,4.4,2.3,6.7,0.137,28.9382716,1.3,0.4,1.7,2.1
40,Saddiq Bey,SF,23,DET,52,1500,14.3,0.552,0.483,0.345,4.2,13.9,8.9,8.5,1.6,0.7,7.2,21.3,1.5,0.8,2.3,0.074,28.84615385,0.5,-1.1,-0.7,0.5
406,Austin Reaves,SG,24,LAL,64,1843,14.9,0.687,0.441,0.541,2,9,5.6,15.7,0.8,0.9,14,16.2,4.1,1.4,5.4,0.142,28.796875,0.6,0.1,0.7,1.2
507,Russell Westbrook,PG,34,LAL,52,1491,15.3,0.496,0.292,0.326,4.4,18.2,11.5,38.5,1.7,1.3,18.1,28.8,-1.2,1.9,0.7,0.023,28.67307692,-0.2,0.1,-0.1,0.7
376,Kelly Olynyk,C,31,UTA,68,1942,14.4,0.643,0.424,0.417,4.6,18.6,11.7,17.6,1.5,1.6,20.3,17.8,2.4,1.9,4.3,0.106,28.55882353,-0.4,0.9,0.4,1.2
539,Ivica Zubac,C,25,LAC,76,2170,16.7,0.661,0.004,0.463,12.3,26.5,19.5,5.1,0.7,4,15.9,14.8,3.8,2.9,6.7,0.149,28.55263158,-1.1,0.2,-0.9,0
243,Cameron Johnson,PF,26,TOT,42,1199,17.1,0.617,0.538,0.253,3.2,14,8.6,9.6,2,1,6.6,20.6,2.1,1.4,3.5,0.142,28.54761905,2,0.6,2.6,1.4
385,Mason Plumlee,C,32,CHO,56,1597,20,0.673,0,0.646,12.2,24.1,18.1,18.7,1,1.9,14.6,15.7,4.3,1.8,6.1,0.183,28.51785714,1.5,0.9,2.4,1.8
62,Bruce Brown,SF,26,DEN,80,2280,13.3,0.571,0.343,0.206,3.3,13,8.3,15.7,1.9,2,13.2,17.8,1.7,2.6,4.3,0.09,28.5,-1.1,0.6,-0.5,0.9
314,Bennedict Mathurin,SG,20,IND,78,2222,13.1,0.566,0.326,0.477,4.4,11.5,7.9,7.6,1,0.5,11.7,24.6,1,0.8,1.8,0.038,28.48717949,-1.2,-2.5,-3.7,-1
170,Eric Gordon,SG,34,TOT,69,1965,11.8,0.587,0.545,0.265,0.9,6.7,3.8,13.4,1.1,1.2,12.5,17.8,1.8,0.5,2.3,0.056,28.47826087,-0.5,-1.4,-1.9,0.1
460,Max Strus,SF,26,MIA,80,2272,10.8,0.557,0.713,0.113,2.4,11.2,6.7,11.2,0.9,0.5,7.8,17.6,1.5,1.9,3.4,0.071,28.4,-0.8,-0.9,-1.7,0.2
235,Jaren Jackson Jr.,C,23,MEM,63,1787,21.6,0.613,0.343,0.372,6.4,18.8,12.6,5,1.7,9.6,10.1,24.7,2.8,3.8,6.6,0.177,28.36507937,0.7,2,2.8,2.2
10,Kyle Anderson,PF,29,MIN,69,1957,14.8,0.583,0.212,0.275,3.8,16.9,10.5,22.6,1.9,2.8,15.7,14.4,2.5,2.6,5.1,0.125,28.36231884,0.2,2.3,2.5,2.2
204,Killian Hayes,PG,21,DET,76,2154,10.2,0.455,0.351,0.137,1.4,10.2,5.7,32.3,2.3,1.1,16.7,20.5,-1.9,1.4,-0.5,-0.012,28.34210526,-3.3,-0.5,-3.8,-1
523,Patrick Williams,PF,21,CHI,82,2323,11.2,0.576,0.409,0.155,3.9,12,8,5.8,1.5,2.9,12.3,15.7,0.5,3,3.5,0.072,28.32926829,-1.7,0.4,-1.3,0.4
268,Corey Kispert,SF,23,WAS,74,2093,11.5,0.657,0.656,0.15,1.8,8.9,5.5,5.7,0.7,0.4,8.1,14.1,2.9,0.9,3.8,0.088,28.28378378,-0.1,-1.4,-1.5,0.2
509,Derrick White,SG,28,BOS,82,2319,15.4,0.604,0.516,0.253,2.5,11.2,6.9,19.4,1.1,2.8,10.1,17.7,4.4,3.1,7.4,0.154,28.2804878,1.1,1.3,2.4,2.6
459,Isaiah Stewart,C,21,DET,50,1414,13.1,0.56,0.465,0.338,8.7,23.3,15.8,7.3,0.7,2.1,11.8,17.3,1.1,0.9,2,0.068,28.28,-1,-1.1,-2.1,0
347,Marcus Morris,PF,33,LAC,65,1825,10.5,0.534,0.479,0.135,1.8,13.9,7.9,8.9,1.1,1,7.6,17.6,0.4,1.6,2,0.053,28.07692308,-1.8,-0.2,-1.9,0
311,Kenyon Martin Jr.,SF,22,HOU,82,2292,15.4,0.635,0.3,0.308,6,15.8,10.8,8.1,0.9,1.3,10,16.4,4.2,0.7,4.9,0.103,27.95121951,0.6,-1.3,-0.7,0.7
45,Bogdan Bogdanović,SG,30,ATL,54,1508,14.2,0.586,0.589,0.126,1.6,10.4,6,13.4,1.4,1,9.2,19.8,1.8,1,2.8,0.088,27.92592593,1.1,-0.7,0.5,0.9
329,De'Anthony Melton,SG,24,PHI,77,2150,12.7,0.566,0.619,0.134,3.9,13.1,8.6,12.9,2.9,1.8,12.9,16.4,1.1,3.1,4.2,0.095,27.92207792,-0.7,1.6,0.9,1.6
40,Saddiq Bey,SF,23,TOT,77,2129,14.6,0.564,0.5,0.285,5,14,9.4,8.1,1.6,0.5,7,20.2,2.6,1.2,3.9,0.087,27.64935065,0.9,-1.2,-0.3,0.9
357,Andrew Nembhard,SG,23,IND,75,2073,10,0.528,0.408,0.096,1.9,8.8,5.3,22.4,1.6,0.5,15.8,16.1,0.4,0.8,1.2,0.029,27.64,-2.4,-0.8,-3.2,-0.6
7,Grayson Allen,SG,27,MIL,72,1972,12.3,0.612,0.657,0.226,3.4,9,6.3,10.9,1.5,0.6,10.5,14.6,2.8,2.2,5.1,0.123,27.38888889,-0.6,0.7,0.1,1
349,Monte Morris,PG,27,WAS,62,1695,15,0.579,0.396,0.15,1.8,11.6,6.9,26.4,1.2,0.6,9.9,15.6,3.1,1.1,4.2,0.12,27.33870968,0.8,-0.4,0.5,1.1
39,Patrick Beverley,SG-PG,34,TOT,67,1816,8.9,0.534,0.664,0.181,2.7,12,7.5,13.3,1.7,2,13.4,10.6,0.8,2.1,3,0.079,27.10447761,-2.9,1.7,-1.2,0.3
2,Steven Adams,C,29,MEM,42,1133,17.5,0.564,0.004,0.49,20.1,25.3,22.7,11.2,1.5,3.7,19.8,14.6,1.3,2.1,3.4,0.144,26.97619048,-0.3,0.9,0.6,0.7
416,Mitchell Robinson,C,24,NYK,59,1591,18.9,0.652,0,0.436,18.4,20,19.2,4.5,1.7,6.5,10.9,10.1,4,2.6,6.5,0.197,26.96610169,1,1.4,2.4,1.7
39,Patrick Beverley,SG,34,LAL,45,1211,8.3,0.548,0.656,0.207,2.2,9.9,6.2,12.1,1.6,1.7,13.8,10.6,0.5,1.3,1.8,0.071,26.91111111,-3.2,1.4,-1.8,0.1
36,Malik Beasley,SG,26,UTA,55,1472,11.5,0.535,0.704,0.066,2,12.3,7.2,9,1.4,0.5,8,21.2,0.3,1,1.2,0.04,26.76363636,-0.4,-1.2,-1.6,0.2
367,Jusuf Nurkić,C,28,POR,52,1391,17.3,0.589,0.236,0.38,9.3,29.7,19.5,16.4,1.5,2.8,16.8,22.1,1.2,1.5,2.7,0.092,26.75,-0.6,0.7,0.1,0.7
323,Jalen McDaniels,SF,25,CHO,56,1494,11.6,0.551,0.409,0.211,3.1,16.5,9.6,10.5,2.1,1.7,12.9,17.5,0.1,1.7,1.8,0.057,26.67857143,-2.7,0.7,-2,0
81,Clint Capela,C,28,ATL,65,1730,22.1,0.656,0.002,0.244,16.1,29.4,22.7,4.7,1.2,3.9,8.3,15.7,4.9,2.4,7.2,0.201,26.61538462,2.3,-0.1,2.2,1.8
16,Deni Avdija,SF,22,WAS,76,2020,11.2,0.535,0.401,0.285,4.2,21.9,13.4,13.9,1.6,1.2,15.9,16.7,0,2.3,2.3,0.054,26.57894737,-2.8,0.5,-2.3,-0.1
386,Jakob Poeltl,C,27,TOT,72,1906,21,0.635,0.002,0.325,13,25.5,19,15.2,1.7,4,15,18.2,3.7,2.2,6,0.15,26.47222222,1.1,0.8,1.9,1.9
375,Victor Oladipo,SG,30,MIA,42,1106,10.6,0.513,0.526,0.196,1.6,12.3,6.8,19.8,2.6,1.1,16.6,21.1,-0.9,1.5,0.6,0.024,26.33333333,-2.9,0.8,-2.1,0
444,Ben Simmons,PG,26,BRK,42,1105,13.4,0.559,0.009,0.243,4.2,22.2,13.4,31.3,2.4,1.9,27.2,14.3,0.5,1.7,2.2,0.097,26.30952381,-2.2,2.6,0.4,0.7
124,Donte DiVincenzo,SG,26,GSW,72,1894,12.8,0.593,0.7,0.131,4.7,14,9.4,17.3,2.4,0.5,16.4,15.1,1.9,2.3,4.2,0.106,26.30555556,-0.6,1.3,0.7,1.3
128,Ayo Dosunmu,SG,23,CHI,80,2098,10.2,0.567,0.332,0.144,2.5,9.3,5.9,13.2,1.4,1.2,14,14.9,0.7,2.2,2.9,0.067,26.225,-3,0.6,-2.5,-0.2
396,Norman Powell,SG,29,LAC,60,1567,17.1,0.612,0.404,0.39,1.7,10.7,6.3,11,1.6,1,10.8,26,2.1,1.4,3.5,0.107,26.11666667,0.9,-0.7,0.3,0.9
386,Jakob Poeltl,C,27,SAS,46,1199,19.7,0.625,0.003,0.332,13.3,25,18.9,17,1.4,3.6,17.8,18.6,1.8,1.1,2.9,0.115,26.06521739,0.5,0.4,0.9,0.9
456,Jeremy Sochan,PF,19,SAS,56,1458,11.4,0.509,0.243,0.21,6.9,15.6,11,13.6,1.4,1.3,13.9,19.8,-0.5,0.7,0.2,0.005,26.03571429,-2.8,-1.2,-4,-0.7
60,Malcolm Brogdon,PG,30,BOS,67,1744,18.2,0.615,0.406,0.251,2.7,14.7,8.8,21.5,1.3,0.9,10.8,22.8,3.6,2.2,5.8,0.161,26.02985075,2.3,0.6,2.8,2.1
385,Mason Plumlee,C,32,TOT,79,2054,19.6,0.689,0,0.647,11.8,25.1,18.4,17.3,1.1,2,15.8,15.2,5.5,2.4,7.9,0.185,26,1.2,1,2.2,2.2
392,Bobby Portis,PF,27,MIL,70,1818,17.8,0.575,0.32,0.156,9.2,28.6,19.3,8.7,0.8,0.7,8.6,21.7,2.5,2.8,5.3,0.139,25.97142857,1.2,-0.6,0.7,1.2
531,Christian Wood,C,27,DAL,67,1738,20.6,0.624,0.363,0.365,5.8,27.4,16.4,11.7,0.9,3.7,11.9,26.4,2.7,2.1,4.8,0.132,25.94029851,1.9,-0.3,1.7,1.6
517,Grant Williams,PF,24,BOS,79,2045,10.3,0.605,0.611,0.256,4.7,14.5,9.7,8.4,1,1.3,13.4,13.1,1.9,2.6,4.4,0.104,25.88607595,-1.8,0.7,-1.1,0.5
487,Gabe Vincent,PG,26,MIA,68,1759,9,0.533,0.617,0.138,1.7,8.1,4.8,13.9,1.8,0.3,13.3,17.5,-0.3,1.7,1.4,0.038,25.86764706,-3.1,-0.3,-3.4,-0.6
13,Cole Anthony,PG,22,ORL,60,1552,16,0.57,0.338,0.279,3.4,17.6,10.5,22.9,1.2,1.9,11.7,21.5,2.1,1.7,3.7,0.116,25.86666667,0.7,0.5,1.3,1.3
36,Malik Beasley,SG,26,TOT,81,2093,10.9,0.531,0.702,0.069,1.8,12.5,7.3,8.4,1.5,0.4,8.5,21.1,-0.2,1.6,1.4,0.032,25.83950617,-0.9,-1,-2,0
450,Dennis Smith Jr.,PG,25,CHO,54,1390,11.6,0.475,0.246,0.235,2,11,6.4,26.1,2.6,1.6,14.1,17.6,-0.4,1.5,1.1,0.039,25.74074074,-3.5,1.2,-2.2,-0.1
238,Reggie Jackson,PG,32,LAC,52,1338,10.3,0.523,0.43,0.129,1.9,7.8,4.9,19.8,1.4,0.3,15.1,20.8,-0.4,1,0.6,0.02,25.73076923,-2.6,-1,-3.7,-0.6
181,Josh Green,SG,22,DAL,60,1539,11.2,0.645,0.442,0.246,4.1,9.7,6.9,9.7,1.4,0.3,14.5,14.6,1.7,0.9,2.6,0.082,25.65,-1.9,-0.6,-2.4,-0.2
480,P.J. Tucker,PF,37,PHI,75,1920,5.7,0.566,0.622,0.102,5.9,12.1,9.1,3.9,1,0.7,15.8,6.5,0.9,1.7,2.5,0.064,25.6,-3.2,0.2,-3,-0.5
138,Jalen Duren,C,19,DET,67,1670,17.3,0.655,0.005,0.394,14.7,25.1,19.7,6.8,1.3,3.1,16.5,14.3,2.9,1.6,4.5,0.129,24.92537313,-0.4,-0.4,-0.8,0.5
483,Jonas Valančiūnas,C,30,NOP,79,1968,19.3,0.61,0.134,0.275,13,33.3,23.1,11.1,0.5,2.5,14.8,23.4,2.8,3,5.8,0.142,24.91139241,0,-0.4,-0.4,0.8
358,Aaron Nesmith,SF,23,IND,73,1816,10.5,0.566,0.532,0.241,3.8,13.1,8.5,7.4,1.4,1.6,10.3,16.8,0.9,1.1,2,0.052,24.87671233,-2.3,-0.7,-3,-0.4
194,Gary Harris,SG,28,ORL,48,1184,10.5,0.62,0.71,0.098,2,7.4,4.7,6.9,1.8,1,8,12.6,1.3,1.1,2.3,0.095,24.66666667,-1.4,0.7,-0.7,0.4
103,Torrey Craig,PF,32,PHO,79,1948,11.6,0.566,0.506,0.09,8.1,16.3,12.1,7.9,1.3,2.9,12.3,13,1.5,2.5,4,0.098,24.65822785,-1.3,0.7,-0.6,0.7
68,Troy Brown Jr.,SF,23,LAL,76,1860,9.6,0.561,0.604,0.084,3.7,13.7,8.9,6.6,1.5,0.7,9.2,12.1,1,2,2.9,0.075,24.47368421,-1.8,0.8,-1,0.5
532,Delon Wright,PG,30,WAS,50,1221,16.3,0.581,0.409,0.206,5.5,10.7,8.2,20.9,3.7,1.2,12.2,12.9,2.1,1.6,3.7,0.146,24.42,0.4,3.1,3.4,1.7
238,Reggie Jackson,PG,32,TOT,68,1657,10,0.514,0.45,0.122,1.7,8,4.9,20,1.4,0.3,14.6,20.8,-0.6,1.2,0.6,0.018,24.36764706,-2.9,-1.1,-3.9,-0.8
256,Tyus Jones,PG,26,MEM,80,1940,16,0.546,0.459,0.141,1.5,9.4,5.5,28.8,2,0.3,8.9,17.7,3.4,2.3,5.7,0.141,24.25,1.2,0.3,1.6,1.7
484,Jarred Vanderbilt,PF,23,UTA,52,1254,16,0.607,0.183,0.328,10.6,24.5,17.6,15.3,2,1,16,14.1,2.1,1.6,3.6,0.139,24.11538462,0,1.5,1.5,1.1
484,Jarred Vanderbilt,PF,23,TOT,78,1879,15.1,0.604,0.2,0.308,10,23.2,16.7,13.1,2.1,0.9,15.9,13.6,2.7,2.5,5.2,0.132,24.08974359,-0.6,1.6,1.1,1.5
323,Jalen McDaniels,SF,25,TOT,80,1913,11.8,0.557,0.376,0.224,3.6,16.3,9.9,9.6,2.1,1.6,12.1,17.2,0.5,2.2,2.7,0.068,23.9125,-2.7,0.6,-2.1,-0.1
296,Kevon Looney,C,26,GSW,82,1958,17.8,0.639,0.003,0.404,15.7,26.8,21.4,13.8,1.3,2.2,9.1,10.6,5.9,2.8,8.7,0.212,23.87804878,0.9,1.3,2.1,2
438,Collin Sexton,PG,24,UTA,48,1145,15.9,0.616,0.261,0.425,3.5,6.3,5,17.9,1.1,0.4,13.3,23.4,2,0.5,2.5,0.105,23.85416667,0.1,-1.5,-1.3,0.2
413,Josh Richardson,SG,29,SAS,42,997,13.6,0.556,0.51,0.148,3.2,10.1,6.5,19.3,1.9,0.9,12.7,20.5,0.6,0.4,1,0.047,23.73809524,-0.1,-1,-1.1,0.2
100,Pat Connaughton,SF,30,MIL,61,1443,10,0.531,0.765,0.097,3.8,16.2,10.2,6.9,1.2,0.6,7,13.8,0.7,1.8,2.5,0.085,23.6557377,-1.3,0.3,-1,0.3
19,Marvin Bagley III,C,23,DET,42,990,17.2,0.587,0.173,0.283,10.2,20.2,15.1,5.9,0.9,2.7,9.7,20.4,1.3,0.7,2,0.095,23.57142857,0.3,-1.2,-0.9,0.3
413,Josh Richardson,SG,29,TOT,65,1530,12.3,0.555,0.529,0.146,2.9,9.9,6.3,15.8,2.2,1.2,12.7,18.4,0.6,1.1,1.8,0.055,23.53846154,-1,-0.1,-1.2,0.3
461,Jalen Suggs,SG,21,ORL,53,1246,12.5,0.528,0.455,0.268,5,9.6,7.3,18,2.6,2.1,15.9,20.3,-0.2,1.5,1.4,0.053,23.50943396,-1.8,0.8,-1,0.3
86,Alex Caruso,PG,28,CHI,67,1575,11.5,0.588,0.528,0.255,3.1,10.9,7.1,15.4,3,2.8,19.5,11.1,1,2.6,3.6,0.109,23.50746269,-2.2,3.3,1.1,1.2
55,Malaki Branham,SG,19,SAS,66,1550,9.5,0.524,0.417,0.115,1.9,11.2,6.4,11.4,1,0.4,10.6,19.1,-0.4,0.2,-0.1,-0.004,23.48484848,-3,-2.1,-5.2,-1.3
508,Coby White,SG,22,CHI,74,1730,12.5,0.572,0.579,0.118,1.1,12.6,6.9,16.3,1.5,0.3,10.6,17.9,1.2,1.9,3.1,0.087,23.37837838,-1,0.2,-0.8,0.5
308,Naji Marshall,SF,25,NOP,77,1792,11.4,0.539,0.382,0.306,3,14.6,8.8,14.4,1.5,0.7,13,17.8,0.5,2,2.5,0.068,23.27272727,-1.9,0,-1.9,0.1
185,Rui Hachimura,PF,24,TOT,63,1466,13.2,0.556,0.274,0.204,4.1,16.5,10.5,5.8,0.6,1.5,7.7,20.2,0.6,1.3,1.8,0.06,23.26984127,-1.3,-1,-2.2,-0.1
496,Lonnie Walker IV,SG,24,LAL,56,1297,12.2,0.57,0.472,0.201,1.2,7.6,4.5,7,1.1,1.1,7.4,20.2,0.8,1,1.8,0.066,23.16071429,-0.9,-0.5,-1.4,0.2
372,Onyeka Okongwu,C,22,ATL,80,1849,19.4,0.678,0.026,0.394,12.7,21.5,17,5.8,1.4,4.9,12.2,15.1,4.7,2.4,7.1,0.185,23.1125,0,0.8,0.8,1.3
304,Terance Mann,SG,26,LAC,81,1872,13.4,0.619,0.378,0.225,4.7,11.8,8.3,14,1.1,1,12.2,15.3,2.8,1.5,4.3,0.111,23.11111111,-0.3,0.1,-0.2,0.8
294,Isaiah Livers,PF,24,DET,52,1199,8.4,0.567,0.705,0.135,2.5,11,6.6,4.8,1.1,2.1,9,11.9,0.5,0.5,1,0.041,23.05769231,-2.1,-0.3,-2.4,-0.1
265,Walker Kessler,C,21,UTA,74,1703,21.5,0.702,0.007,0.384,14.9,24.4,19.7,5.7,0.7,8.6,10.7,13.3,4.6,2.5,7.1,0.2,23.01351351,1.4,1.5,2.9,2.1
97,Zach Collins,C,25,SAS,63,1441,16.4,0.599,0.268,0.259,8.5,22.5,15.2,18,1.2,2.8,17.4,21.2,1.2,1,2.2,0.074,22.87301587,-0.5,0.3,-0.2,0.6
521,Kenrich Williams,PF,28,OKC,53,1206,14.4,0.585,0.387,0.113,8.5,14.9,11.6,11.7,1.8,1.1,8.1,13.7,2,1.3,3.3,0.133,22.75471698,0.1,0.4,0.5,0.8
228,Joe Ingles,SF,35,MIL,46,1044,10.7,0.616,0.819,0.085,1.4,11.1,6.4,18.4,1.5,0.5,17.6,12.6,1.1,1.2,2.3,0.107,22.69565217,-1.6,0.8,-0.7,0.3
423,Terrence Ross,SG,31,ORL,42,944,8.6,0.543,0.535,0.067,1.2,9,5.1,8.1,1.3,0.8,10.7,15.7,-0.1,0.7,0.6,0.032,22.47619048,-2.7,-0.4,-3.1,-0.3
83,Jevon Carter,PG,27,MIL,81,1810,10.9,0.56,0.596,0.067,2.1,9.3,5.8,14.5,1.7,1.3,11.8,15.3,1.2,2.3,3.5,0.092,22.34567901,-1.9,1.2,-0.6,0.6
342,Malik Monk,SG,24,SAC,77,1719,16.6,0.587,0.5,0.26,2.1,11.3,6.7,25,1.4,1,14.1,25.8,2.1,1.2,3.2,0.091,22.32467532,1.6,-1.4,0.3,1
264,Luke Kennard,SG,26,TOT,59,1315,13,0.684,0.704,0.102,1.2,11.8,6.6,9.4,1.2,0.3,10.3,14.5,2.2,1.2,3.4,0.124,22.28813559,0.6,-0.1,0.5,0.8
441,Shaedon Sharpe,SG,19,POR,80,1779,11.5,0.568,0.437,0.162,4,11.3,7.6,7.9,1,1.2,10.7,19,0.6,0.6,1.2,0.032,22.2375,-1.3,-2,-3.3,-0.6
399,Taurean Prince,PF,28,MIN,54,1192,10,0.597,0.512,0.203,1.4,10.8,6.2,9.6,1.1,1.1,14.3,17.3,0.3,1,1.3,0.052,22.07407407,-2.6,-0.6,-3.3,-0.4
72,Alec Burks,SG,31,DET,51,1122,16.5,0.602,0.521,0.41,1.8,14.2,7.8,15.9,1.6,0.6,9.7,22.8,1.9,0.6,2.5,0.109,22,1.8,-0.5,1.2,0.9
33,Nicolas Batum,PF,34,LAC,78,1709,11,0.594,0.832,0.126,4.1,15.4,9.8,9.4,1.5,2.3,11.1,11.5,1.7,1.9,3.6,0.101,21.91025641,-0.8,1.2,0.5,1
5,Santi Aldama,PF,22,MEM,77,1682,13.9,0.591,0.507,0.274,5.4,18,11.7,7.6,1.3,2.6,9.3,16,2.1,2.4,4.6,0.13,21.84415584,-0.3,0.8,0.5,1.1
373,Isaac Okoro,SF,22,CLE,76,1652,10.7,0.614,0.483,0.291,3.7,9.6,6.7,7,1.7,1.7,9.5,11.9,1.9,2.3,4.2,0.122,21.73684211,-1.9,1.6,-0.3,0.7
32,Keita Bates-Diop,PF,27,SAS,67,1452,14.9,0.609,0.305,0.323,4.7,14.3,9.3,9.8,1.5,1.1,9.5,16.7,2.1,0.6,2.7,0.089,21.67164179,0.3,-0.9,-0.6,0.5
139,Tari Eason,PF,21,HOU,82,1767,15.2,0.525,0.261,0.22,12,18.9,15.4,7.4,2.6,2.6,12.2,19.3,0.9,1.7,2.6,0.07,21.54878049,-1.3,-0.4,-1.7,0.1
